rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
352.0,6800.0,Finance & Investments,Yuri Milner,61.0,United States,Los Altos,Tech investments,Finance & Investments,Israel,DST Global,True,D,M,11/11/1961 0:00,Milner,Yuri,Investor,4/4/2023 5:01,California,West,1961.0,11.0,11.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
352.0,6800.0,Finance & Investments,John Overdeck,53.0,United States,Millburn,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,12/21/1969 0:00,Overdeck,John,Investor,4/4/2023 5:01,New Jersey,Northeast,1969.0,12.0,21.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
352.0,6800.0,Finance & Investments,David Siegel,61.0,United States,Scarsdale,Hedge funds,Finance & Investments,United States,Two Sigma,True,U,M,7/15/1961 0:00,Siegel,David,Investor,4/4/2023 5:01,New York,Northeast,1961.0,7.0,15.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
352.0,6800.0,Energy,Randa Duncan Williams,61.0,United States,Houston,Pipelines,Energy,United States,Enterprise GP Holdings,False,U,F,8/28/1961 0:00,Williams,Randa Duncan,Non-Executive Chairman of the Board,4/4/2023 5:01,Texas,South,1961.0,8.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Energy,Terrence Pegula ,72.0,United States,Boca Raton,Natural gas,Energy,United States,Buffalo Sabres,True,U,M,3/27/1951 0:00,Pegula,Terrence,Owner,4/4/2023 5:01,Florida,South,1951.0,3.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Real Estate,"Edward Roski, Jr.",84.0,United States,Los Angeles,Real estate,Real Estate,United States,"Majestic Realty, Co.",False,U,M,12/25/1938 0:00,Roski,Edward,President and Chairman,4/4/2023 5:01,California,West,1938.0,12.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Real Estate,John A. Sobrato & family,83.0,United States,Atherton,Real estate,Real Estate,United States,Sobrato Development Cos.,True,U,M,5/23/1939 0:00,Sobrato,John A.,Founder and Chairman,4/4/2023 5:01,California,West,1939.0,5.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Finance & Investments,George Soros,92.0,United States,Katonah,Hedge funds,Finance & Investments,United States,Soros Fund Management LLC,True,D,M,8/12/1930 0:00,Soros,George,Founder,4/4/2023 5:01,New York,Northeast,1930.0,8.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Technology,David Sun,71.0,United States,Irvine,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,10/12/1951 0:00,Sun,David,COO,4/4/2023 5:01,California,West,1951.0,10.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
365.0,6700.0,Technology,John Tu,81.0,United States,Rolling Hills,Computer hardware,Technology,United States,Kingston Technology Corporation,True,U,M,8/12/1941 0:00,Tu,John,President,4/4/2023 5:01,California,West,1941.0,8.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
383.0,6600.0,Finance & Investments,Bruce Kovner,78.0,United States,New York,Hedge funds,Finance & Investments,United States,Caxton Associates LP,True,U,M,2/25/1945 0:00,Kovner,Bruce,Founder,4/4/2023 5:01,New York,Northeast,1945.0,2.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
383.0,6600.0,Technology,"Henry Nicholas, III.",63.0,United States,Newport Coast,Semiconductors,Technology,United States,Broadcom,True,U,M,10/8/1959 0:00,Nicholas,Henry,Cofounder,4/4/2023 5:01,California,West,1959.0,10.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
390.0,6500.0,Technology,Melinda French Gates,58.0,United States,Medina,Microsoft,Technology,United States,Bill & Melinda Gates Foundation,False,U,F,8/15/1964 0:00,French Gates,Melinda,Cochair,4/4/2023 5:01,Washington,West,1964.0,8.0,15.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
397.0,6400.0,Sports,Stephen Bisciotti,62.0,United States,Hobe Sound,"Staffing, Baltimore Ravens",Sports,United States,Baltimore Ravens,True,U,M,4/10/1960 0:00,Bisciotti,Stephen,Owner,4/4/2023 5:01,Florida,South,1960.0,4.0,10.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
397.0,6400.0,Finance & Investments,Stanley Druckenmiller,69.0,United States,New York,Hedge funds,Finance & Investments,United States,Duquesne Family Office,True,D,M,6/14/1953 0:00,Druckenmiller,Stanley,Founder,4/4/2023 5:01,New York,Northeast,1953.0,6.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
437.0,5900.0,Finance & Investments,Andreas Halvorsen,61.0,United States,Darien,Hedge funds,Finance & Investments,Norway,Viking Global Investors,True,D,M,4/23/1961 0:00,Halvorsen,Andreas,Investor,4/4/2023 5:01,Connecticut,Northeast,1961.0,4.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466.0,5500.0,Service,Micky Arison,73.0,United States,Bal Harbour,Carnival Cruises,Service,United States,Carnival Corp.,False,D,M,6/29/1949 0:00,Arison,Micky,Chairman and CEO,4/4/2023 5:01,Florida,South,1949.0,6.0,29.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466.0,5500.0,Technology,John Collison,32.0,United States,San Francisco,Payments software,Technology,Ireland,Stripe,True,D,M,8/6/1990 0:00,Collison,John,Cofounder,4/4/2023 5:01,California,West,1990.0,8.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466.0,5500.0,Technology,Patrick Collison,34.0,United States,San Francisco,Payment software,Technology,Ireland,Stripe,True,D,M,9/9/1988 0:00,Collison,Patrick,Cofounder,4/4/2023 5:01,California,West,1988.0,9.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466.0,5500.0,Automotive,Dan Friedkin,58.0,United States,Houston,Toyota dealerships,Automotive,United States,Gulf States Toyota,False,U,M,2/27/1965 0:00,Friedkin,Dan,owner and ceo,4/4/2023 5:01,Texas,South,1965.0,2.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
466.0,5500.0,Finance & Investments,Paul Singer,78.0,United States,New York,Hedge funds,Finance & Investments,United States,Elliott Management,True,U,M,8/22/1944 0:00,Singer,Paul,Investor,4/4/2023 5:01,New York,Northeast,1944.0,8.0,22.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497.0,5300.0,Finance & Investments,Douglas Leone,65.0,United States,Atherton,Venture capital,Finance & Investments,United States,Sequoia,True,D,M,7/4/1957 0:00,Leone,Douglas,Global Managing Partner,4/4/2023 5:01,California,West,1957.0,7.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328339523.0,37.09024,-95.712891
497.0,5300.0,Finance & Investments,Thomas Pritzker,72.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Hyatt Hotels,False,U,M,6/6/1950 0:00,Pritzker,Thomas,Executive Chairman,4/4/2023 5:01,Illinois,Midwest,1950.0,6.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
497.0,5300.0,Finance & Investments,Mark Walter,62.0,United States,Chicago,"Finance, asset management",Finance & Investments,United States,Guggenheim Partners LLC,True,U,M,5/22/1960 0:00,Walter,Mark,CEO,4/4/2023 5:01,Illinois,Midwest,1960.0,5.0,22.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523.0,5100.0,Finance & Investments,Charles B. Johnson,90.0,United States,Palm Beach,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,E,M,1/6/1933 0:00,Johnson,Charles B.,Former Chairman and CEO,4/4/2023 5:01,Florida,South,1933.0,1.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523.0,5100.0,Technology,Romesh T. Wadhwani,75.0,United States,Palo Alto,Software,Technology,United States,Symphony Technology Group,True,U,M,8/25/1947 0:00,Wadhwani,Romesh T.,Founder and Chairman,4/4/2023 5:01,California,West,1947.0,8.0,25.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
523.0,5100.0,Sports,Denise York & family,72.0,United States,Youngstown,San Francisco 49ers,Sports,United States,San Francisco 49ers,False,U,F,10/21/1950 0:00,York,Denise,Co-Chairman,4/4/2023 5:01,Ohio,Midwest,1950.0,10.0,21.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
552.0,4900.0,Manufacturing,Jim Davis & family,79.0,United States,Newton,New Balance,Manufacturing,United States,New Balance,True,D,M,5/17/1943 0:00,Davis,Jim,Chairman,4/4/2023 5:01,Massachusetts,Northeast,1943.0,5.0,17.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,785.0,9.6,36.6,328239523.0,37.09024,-95.712891
567.0,4800.0,Fashion & Retail,Jimmy Haslam,69.0,United States,Knoxville,"Gas stations, retail",Fashion & Retail,United States,Pilot Flying J,False,U,M,3/9/1954 0:00,Haslam,Jimmy,CEO,4/4/2023 5:01,Tennessee,South,1954.0,3.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
567.0,4800.0,Technology,Vinod Khosla,68.0,United States,Portola Valley,Venture capital,Technology,United States,Khosla Ventures,True,D,M,1/28/1955 0:00,Khosla,Vinod,Investor,4/4/2023 5:01,California,West,1955.0,1.0,28.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
591.0,4600.0,Media & Entertainment,Mark Cuban,64.0,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,United States,Dallas Mavericks,True,D,M,7/31/1958 0:00,Cuban,Mark,Owner,4/4/2023 5:01,Texas,South,1958.0,7.0,31.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
591.0,4600.0,Media & Entertainment,Charles Dolan & family,96.0,United States,Oyster Bay,Cable television,Media & Entertainment,United States,Cablevision Systems Corp.,True,D,M,10/16/1926 0:00,Dolan,Charles,Chairman and Founder,4/4/2023 5:01,New York,Northeast,1926.0,10.0,16.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
591.0,4600.0,Technology,Jack Dorsey,46.0,United States,San Francisco,"Twitter, Square",Technology,United States,Twitter,True,D,M,11/19/1976 0:00,Dorsey,Jack,Cofounder,4/4/2023 5:01,California,West,1976.0,11.0,19.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
591.0,4600.0,Logistics,Fred Smith,78.0,United States,Memphis,FedEx,Logistics,United States,FedEx Corp.,True,D,M,8/11/1944 0:00,Smith,Fred,Chairman and CEO,4/4/2023 5:01,Tennessee,South,1944.0,8.0,11.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
624.0,4400.0,Finance & Investments,Joe Mansueto,66.0,United States,Chicago,Investment research,Finance & Investments,United States,Morningstar Inc.,True,D,M,9/3/1956 0:00,Mansueto,Joe,"Entrepreneur, Investor",4/4/2023 5:01,Illinois,Midwest,1956.0,9.0,3.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
659.0,4200.0,Finance & Investments,"Rupert Johnson, Jr.",82.0,United States,Burlingame,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,D,M,8/10/1940 0:00,Johnson,Rupert,Vice Chairman and Director,4/4/2023 5:01,California,West,1940.0,8.0,10.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
659.0,4200.0,Technology,Eric Lefkofsky,53.0,United States,Glencoe,"Groupon, investments",Technology,United States,Groupon,True,U,M,9/2/1969 0:00,Lefkofsky,Eric,Chairman,4/4/2023 5:01,Illinois,Midwest,1969.0,9.0,2.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
659.0,4200.0,Technology,Michael Moritz,68.0,United States,San Francisco,Venture capital,Technology,United States,Sequoia,True,D,M,9/12/1954 0:00,Moritz,Michael,Investor,4/4/2023 5:01,California,West,1954.0,9.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
659.0,4200.0,Finance & Investments,Peter Thiel,55.0,United States,Los Angeles,"Facebook, investments",Finance & Investments,United States,Founders Fund,True,D,M,10/11/1967 0:00,Thiel,Peter,Investor,4/4/2023 5:01,California,West,1967.0,10.0,11.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
699.0,4000.0,Тechnology,Travis Kalanick,46.0,United States,Los Angeles,Uber,Technology,United States,Uber Technologies Inc.,True,U,M,8/6/1976 0:00,Kalanick,Travis,Cofounder,4/4/2023 5:01,California,West,1976.0,8.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
699.0,4000.0,Media & Entertainment,Isaac Perlmutter,80.0,United States,Palm Beach,Marvel comics,Media & Entertainment,United States,Marvel Entertainment,True,D,M,12/1/1942 0:00,Perlmutter,Isaac,Chairman,4/4/2023 5:01,Florida,South,1942.0,12.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
699.0,4000.0,Finance & Investments,"Bernard Saul, II.",90.0,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,Saul Centers,False,U,M,4/15/1932 0:00,Saul,Bernard,Chairman and CEO,4/4/2023 5:01,Maryland,South,1932.0,4.0,15.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
721.0,3900.0,Sports,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,Indianapolis Colts,False,U,M,6/13/1959 0:00,Irsay,James,CEO,4/4/2023 5:01,Indiana,Midwest,1959.0,6.0,13.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
721.0,3900.0,Gambling & Casinos,Gabe Newell,60.0,United States,Seattle,Videogames,Gambling & Casinos,United States,Valve Corporation,True,E,M,11/3/1962 0:00,Newell,Gabe,Cofounder and CEO,4/4/2023 5:01,Washington,West,1962.0,11.0,3.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
748.0,3800.0,Finance & Investments,Stephen Feinberg,63.0,United States,New York,Private equity,Finance & Investments,United States,Cerberus Capital Management,True,U,M,3/29/1960 0:00,Feinberg,Stephen,Co-founder and CEO,4/4/2023 5:01,New York,Northeast,1960.0,3.0,29.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
748.0,3800.0,Media & Entertainment,Martha Ingram & family,87.0,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,"Ingram Industries, Inc.",False,D,F,8/20/1935 0:00,Ingram,Martha,Former Chairman,4/4/2023 5:01,Tennessee,South,1935.0,8.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
748.0,3800.0,Service,Steven Udvar-Hazy,77.0,United States,Westlake,Aircraft leasing,Service,United States,Air Lease Corp.,True,D,M,2/23/1946 0:00,Udvar-Hazy,Steven,CEO and Chairman,4/4/2023 5:01,Texas,South,1946.0,2.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766.0,3700.0,Finance & Investments,William Berkley,76.0,United States,Coconut Grove,Insurance,Finance & Investments,United States,WR Berkley,True,E,M,9/1/1946 0:00,Berkley,William,Chairman and CEO,4/4/2023 5:01,Florida,South,1946.0,9.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766.0,3700.0,Finance & Investments,Daniel Och,62.0,United States,Miami Beach,Hedge funds,Finance & Investments,United States,Och-Ziff Capital Management,True,D,M,1/27/1961 0:00,Och,Daniel,Founder,4/4/2023 5:01,Florida,South,1961.0,1.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766.0,37000.0,Technology,John Sall,75.0,United States,Cary,Software,Technology,United States,SAS Institute,True,U,M,4/4/1948 0:00,Sall,John,"Co-Founder, Executive Vice President",4/4/2023 5:01,North Carolina,South,1948.0,4.0,4.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766.0,3700.0,Fashion & Retail,Richard Schulze,82.0,United States,Naples,Best Buy,Fashion & Retail,United States,Best Buy Co. Inc.,True,D,M,1/2/1941 0:00,Schulze,Richard,Chairman,4/4/2023 5:01,Florida,South,1941.0,1.0,2.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
787.0,3600.0,Finance & Investments,Josh Kushner,37.0,United States,New York City,Venture capital,Finance & Investments,United States,Thrive Capital,True,U,M,6/12/1985 0:00,Kushner,Josh,Managing Partner,4/4/2023 5:01,New York,Northeast,1985.0,6.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
787.0,3600.0,Finance & Investments,"Stephen Mandel, Jr.",67.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,Lone Pine Capital,True,D,M,3/12/1956 0:00,Mandel,Stephen,Founder,4/4/2023 5:01,Connecticut,Northeast,1956.0,3.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
818.0,3500.0,Finance & Investments,Daniel Loeb,61.0,United States,New York,Hedge funds,Finance & Investments,United States,Third Point,True,D,M,12/18/1961 0:00,Loeb,Daniel,Investor,4/4/2023 5:01,New York,Northeast,1961.0,12.0,18.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
818.0,3500.0,Finance & Investments,Scott Shleifer,45.0,United States,New York,Private equity,Finance & Investments,United States,Tiger Global Management,True,D,M,6/14/1977 0:00,Shleifer,Scott,Investor,4/4/2023 5:01,New York,Northeast,1977.0,6.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852.0,3400.0,Finance & Investments,William Ackman,56.0,United States,New York,Hedge funds,Finance & Investments,United States,"Pershing Square Capital Management, L.P.",True,U,M,5/11/1966 0:00,Ackman,William,"Founder, CEO",4/4/2023 5:01,New York,Northeast,1966.0,5.0,11.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852.0,3400.0,Media & Entertainment,"Amos Hostetter, Jr.",86.0,United States,Boston,Cable television,Media & Entertainment,United States,Pilot House Associates,True,D,M,1/12/1937 0:00,Hostetter,Amos,Chair,4/4/2023 5:01,Massachusetts,Northeast,1937.0,1.0,12.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852.0,3400.0,Finance & Investments,Steven Klinsky,66.0,United States,New York,Investments,Finance & Investments,United States,New Mountain Capital,True,E,M,5/30/1956 0:00,Klinsky,Steven,Founder & CEO,4/4/2023 5:01,New York,Northeast,1956.0,5.0,30.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852.0,3400.0,Real Estate,Herb Simon,88.0,United States,Indianapolis,Real estate,Real Estate,United States,Simon Property Group,True,D,M,10/23/1934 0:00,Simon,Herb,"Chairman Emeritus of the Board of Simon Property Group, Inc.",4/4/2023 5:01,Indiana,Midwest,1934.0,10.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852.0,3400.0,Technology,Eric Yuan & family,53.0,United States,Santa Clara,Zoom Video Communications,Technology,United States,Zoom Video Communications,True,D,M,2/20/1970 0:00,Yuan,Eric,Founder and CEO,4/4/2023 5:01,California,West,1970.0,2.0,20.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878.0,3300.0,Finance & Investments,John Arnold,49.0,United States,Houston,Hedge funds,Finance & Investments,United States,Centaurus Advisors,True,E,M,3/9/1974 0:00,Arnold,John,Founder,4/4/2023 5:01,Texas,South,1974.0,3.0,9.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878.0,3300.0,Finance & Investments,Rodger Riney & family,77.0,United States,St. Louis,Discount brokerage,Finance & Investments,United States,"Scottrade, Inc.",True,D,M,1/1/1946 0:00,Riney,Rodger,Cofounder,4/4/2023 5:01,Missouri,Midwest,1946.0,1.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328339523.0,37.09024,-95.712891
878.0,3300.0,Finance & Investments,Jeffrey Talpins,48.0,United States,Larchmont,Hedge fund,Finance & Investments,United States,Element Capital Management,True,U,M,3/6/1975 0:00,Talpins,Jeffrey,Founder,4/4/2023 5:01,New York,Northeast,1975.0,3.0,6.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905.0,3200.0,Media & Entertainment,Charles Ergen,70.0,United States,Denver,Satellite TV,Media & Entertainment,United States,DISH Network,True,D,M,3/1/1953 0:00,Ergen,Charles,Founder and Chairman,4/4/2023 5:01,Colorado,West,1953.0,3.0,1.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905.0,3200.0,Technology,David Filo,56.0,United States,Palo Alto,Yahoo,Technology,United States,Yahoo!,True,D,M,4/15/1966 0:00,Filo,David,Chief Yahoo,4/4/2023 5:01,California,West,1966.0,4.0,15.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905.0,3200.0,Finance & Investments,David Rubenstein,73.0,United States,Bethesda,Private equity,Finance & Investments,United States,Carlyle Group,True,D,M,8/11/1949 0:00,Rubenstein,David,Cofounder and Co-executive Chairman,4/4/2023 5:01,Maryland,South,1949.0,8.0,11.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905.0,3200.0,Gambling & Casinos,Steve Wynn,81.0,United States,Palm Beach,"Casinos, hotels",Gambling & Casinos,United States,Wynn Resorts,True,D,M,1/27/1942 0:00,Wynn,Steve,Cofounder,4/4/2023 5:01,Florida,South,1942.0,1.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949.0,3100.0,Technology,Reed Hastings,62.0,United States,Santa Cruz,Netflix,Technology,United States,Netflix,True,D,M,10/8/1960 0:00,Hastings,Reed,CEO,4/4/2023 5:01,California,West,1960.0,10.0,8.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949.0,3100.0,Finance & Investments,Jonathan Nelson,66.0,United States,Providence,Private equity,Finance & Investments,United States,Providence Equity Partners,True,U,M,5/18/1956 0:00,Nelson,Jonathan,Executive Chairman ,4/4/2023 5:01,Rhode Island,Northeast,1956.0,5.0,18.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
949.0,3100.0,Finance & Investments,Penny Pritzker,63.0,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Inspired Capital,False,D,F,5/2/1959 0:00,Pritzker,Penny,Cofounder,4/4/2023 5:01,Illinois,Midwest,1959.0,5.0,2.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
982.0,3000.0,Finance & Investments,"William Conway, Jr.",73.0,United States,McLean,Private equity,Finance & Investments,United States,Carlyle Group,True,D,M,8/27/1949 0:00,Conway,William,Co-Chief Executive Officer and Co-founder,4/4/2023 5:01,Virginia,South,1949.0,8.0,27.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
982.0,3000.0,Finance & Investments,John Paulson,67.0,United States,New York,Hedge funds,Finance & Investments,United States,Paulson & Co. Inc.,True,D,M,12/14/1955 0:00,Paulson,John,Founder,4/4/2023 5:01,New York,Northeast,1955.0,12.0,14.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1027.0,2900.0,Technology,James Clark,79.0,United States,Palm Beach,"Netscape, investments",Technology,United States,Netscape Communications Corporation,True,D,M,3/23/1944 0:00,Clark,James,Cofounder,4/4/2023 5:01,Florida,South,1944.0,3.0,23.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1027.0,2900.0,Media & Entertainment,Kenneth Feld & family,74.0,United States,Sarasota,Live entertainment,Media & Entertainment,United States,Feld Entertainment,False,U,M,10/31/1948 0:00,Feld,Kenneth,Chairman,4/4/2023 5:01,Florida,South,1948.0,10.0,31.0,117.24,"7,5","$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
